"analysis_id","stratum_1","stratum_2","stratum_3","stratum_4","stratum_5","count_value"
0,"DEFAULT","1.6.6","2019-08-06",NULL,NULL,"2200"
2000000,"0.096912 secs",NULL,NULL,NULL,NULL,"6"
1,NULL,NULL,NULL,NULL,NULL,"2200"
2000001,"0.015476 secs",NULL,NULL,NULL,NULL,"6"
2,"8507",NULL,NULL,NULL,NULL,"1108"
2,"8532",NULL,NULL,NULL,NULL,"1092"
2000002,"0.018117 secs",NULL,NULL,NULL,NULL,"6"
3,"1911",NULL,NULL,NULL,NULL,"11"
3,"1912",NULL,NULL,NULL,NULL,"15"
3,"1913",NULL,NULL,NULL,NULL,"8"
3,"1916",NULL,NULL,NULL,NULL,"11"
3,"1918",NULL,NULL,NULL,NULL,"9"
3,"1919",NULL,NULL,NULL,NULL,"13"
3,"1925",NULL,NULL,NULL,NULL,"6"
3,"1929",NULL,NULL,NULL,NULL,"9"
3,"1933",NULL,NULL,NULL,NULL,"8"
3,"1934",NULL,NULL,NULL,NULL,"12"
3,"1935",NULL,NULL,NULL,NULL,"12"
3,"1936",NULL,NULL,NULL,NULL,"15"
3,"1937",NULL,NULL,NULL,NULL,"12"
3,"1938",NULL,NULL,NULL,NULL,"8"
3,"1939",NULL,NULL,NULL,NULL,"15"
3,"1940",NULL,NULL,NULL,NULL,"23"
3,"1941",NULL,NULL,NULL,NULL,"20"
3,"1942",NULL,NULL,NULL,NULL,"14"
3,"1943",NULL,NULL,NULL,NULL,"15"
3,"1944",NULL,NULL,NULL,NULL,"6"
3,"1945",NULL,NULL,NULL,NULL,"18"
3,"1946",NULL,NULL,NULL,NULL,"16"
3,"1947",NULL,NULL,NULL,NULL,"24"
3,"1948",NULL,NULL,NULL,NULL,"10"
3,"1949",NULL,NULL,NULL,NULL,"26"
3,"1950",NULL,NULL,NULL,NULL,"21"
3,"1951",NULL,NULL,NULL,NULL,"28"
3,"1952",NULL,NULL,NULL,NULL,"24"
3,"1953",NULL,NULL,NULL,NULL,"31"
3,"1954",NULL,NULL,NULL,NULL,"24"
3,"1955",NULL,NULL,NULL,NULL,"19"
3,"1956",NULL,NULL,NULL,NULL,"19"
3,"1957",NULL,NULL,NULL,NULL,"40"
3,"1958",NULL,NULL,NULL,NULL,"38"
3,"1959",NULL,NULL,NULL,NULL,"28"
3,"1960",NULL,NULL,NULL,NULL,"22"
3,"1961",NULL,NULL,NULL,NULL,"32"
3,"1962",NULL,NULL,NULL,NULL,"25"
3,"1963",NULL,NULL,NULL,NULL,"30"
3,"1964",NULL,NULL,NULL,NULL,"25"
3,"1965",NULL,NULL,NULL,NULL,"24"
3,"1966",NULL,NULL,NULL,NULL,"27"
3,"1967",NULL,NULL,NULL,NULL,"34"
3,"1968",NULL,NULL,NULL,NULL,"28"
3,"1969",NULL,NULL,NULL,NULL,"30"
3,"1970",NULL,NULL,NULL,NULL,"25"
3,"1971",NULL,NULL,NULL,NULL,"21"
3,"1972",NULL,NULL,NULL,NULL,"20"
3,"1973",NULL,NULL,NULL,NULL,"12"
3,"1974",NULL,NULL,NULL,NULL,"31"
3,"1975",NULL,NULL,NULL,NULL,"27"
3,"1976",NULL,NULL,NULL,NULL,"25"
3,"1977",NULL,NULL,NULL,NULL,"30"
3,"1978",NULL,NULL,NULL,NULL,"21"
3,"1979",NULL,NULL,NULL,NULL,"23"
3,"1980",NULL,NULL,NULL,NULL,"32"
3,"1981",NULL,NULL,NULL,NULL,"29"
3,"1982",NULL,NULL,NULL,NULL,"29"
3,"1983",NULL,NULL,NULL,NULL,"22"
3,"1984",NULL,NULL,NULL,NULL,"36"
3,"1985",NULL,NULL,NULL,NULL,"39"
3,"1986",NULL,NULL,NULL,NULL,"17"
3,"1987",NULL,NULL,NULL,NULL,"30"
3,"1988",NULL,NULL,NULL,NULL,"34"
3,"1989",NULL,NULL,NULL,NULL,"22"
3,"1990",NULL,NULL,NULL,NULL,"24"
3,"1991",NULL,NULL,NULL,NULL,"22"
3,"1992",NULL,NULL,NULL,NULL,"25"
3,"1993",NULL,NULL,NULL,NULL,"19"
