"analysis_id","stratum_1","stratum_2","stratum_3","stratum_4","stratum_5","count_value"
0,"DEFAULT","1.6.6","2019-08-06",NULL,NULL,"1165"
2000000,"0.156149 secs",NULL,NULL,NULL,NULL,"6"
1,NULL,NULL,NULL,NULL,NULL,"1165"
2000001,"0.016298 secs",NULL,NULL,NULL,NULL,"6"
2,"8507",NULL,NULL,NULL,NULL,"626"
2,"8532",NULL,NULL,NULL,NULL,"539"
2000002,"0.015325 secs",NULL,NULL,NULL,NULL,"6"
3,"1909",NULL,NULL,NULL,NULL,"16"
3,"1912",NULL,NULL,NULL,NULL,"8"
3,"1914",NULL,NULL,NULL,NULL,"18"
3,"1917",NULL,NULL,NULL,NULL,"12"
3,"1919",NULL,NULL,NULL,NULL,"6"
3,"1921",NULL,NULL,NULL,NULL,"10"
3,"1924",NULL,NULL,NULL,NULL,"7"
3,"1925",NULL,NULL,NULL,NULL,"7"
3,"1927",NULL,NULL,NULL,NULL,"12"
3,"1930",NULL,NULL,NULL,NULL,"11"
3,"1935",NULL,NULL,NULL,NULL,"8"
3,"1936",NULL,NULL,NULL,NULL,"14"
3,"1938",NULL,NULL,NULL,NULL,"6"
3,"1940",NULL,NULL,NULL,NULL,"8"
3,"1941",NULL,NULL,NULL,NULL,"7"
3,"1942",NULL,NULL,NULL,NULL,"7"
3,"1943",NULL,NULL,NULL,NULL,"13"
3,"1945",NULL,NULL,NULL,NULL,"8"
3,"1946",NULL,NULL,NULL,NULL,"9"
3,"1947",NULL,NULL,NULL,NULL,"18"
3,"1948",NULL,NULL,NULL,NULL,"8"
3,"1949",NULL,NULL,NULL,NULL,"18"
3,"1950",NULL,NULL,NULL,NULL,"14"
3,"1951",NULL,NULL,NULL,NULL,"8"
3,"1952",NULL,NULL,NULL,NULL,"10"
3,"1953",NULL,NULL,NULL,NULL,"17"
3,"1954",NULL,NULL,NULL,NULL,"18"
3,"1955",NULL,NULL,NULL,NULL,"14"
3,"1956",NULL,NULL,NULL,NULL,"12"
3,"1957",NULL,NULL,NULL,NULL,"17"
3,"1958",NULL,NULL,NULL,NULL,"11"
3,"1959",NULL,NULL,NULL,NULL,"31"
3,"1960",NULL,NULL,NULL,NULL,"14"
3,"1961",NULL,NULL,NULL,NULL,"12"
3,"1962",NULL,NULL,NULL,NULL,"17"
3,"1963",NULL,NULL,NULL,NULL,"17"
3,"1964",NULL,NULL,NULL,NULL,"15"
3,"1965",NULL,NULL,NULL,NULL,"6"
3,"1966",NULL,NULL,NULL,NULL,"15"
3,"1967",NULL,NULL,NULL,NULL,"15"
3,"1968",NULL,NULL,NULL,NULL,"15"
3,"1969",NULL,NULL,NULL,NULL,"21"
3,"1970",NULL,NULL,NULL,NULL,"17"
3,"1971",NULL,NULL,NULL,NULL,"7"
3,"1972",NULL,NULL,NULL,NULL,"10"
3,"1973",NULL,NULL,NULL,NULL,"12"
3,"1974",NULL,NULL,NULL,NULL,"10"
3,"1975",NULL,NULL,NULL,NULL,"11"
3,"1976",NULL,NULL,NULL,NULL,"15"
3,"1977",NULL,NULL,NULL,NULL,"11"
3,"1978",NULL,NULL,NULL,NULL,"22"
3,"1979",NULL,NULL,NULL,NULL,"14"
3,"1980",NULL,NULL,NULL,NULL,"8"
3,"1981",NULL,NULL,NULL,NULL,"13"
3,"1982",NULL,NULL,NULL,NULL,"9"
3,"1983",NULL,NULL,NULL,NULL,"14"
3,"1984",NULL,NULL,NULL,NULL,"13"
3,"1985",NULL,NULL,NULL,NULL,"14"
3,"1986",NULL,NULL,NULL,NULL,"13"
3,"1987",NULL,NULL,NULL,NULL,"16"
3,"1988",NULL,NULL,NULL,NULL,"13"
3,"1989",NULL,NULL,NULL,NULL,"14"
3,"1990",NULL,NULL,NULL,NULL,"15"
3,"1991",NULL,NULL,NULL,NULL,"14"
3,"1992",NULL,NULL,NULL,NULL,"14"
3,"1993",NULL,NULL,NULL,NULL,"12"
3,"1994",NULL,NULL,NULL,NULL,"10"
3,"1995",NULL,NULL,NULL,NULL,"13"
3,"1996",NULL,NULL,NULL,NULL,"11"
3,"1997",NULL,NULL,NULL,NULL,"17"
3,"1998",NULL,NULL,NULL,NULL,"12"
3,"1999",NULL,NULL,NULL,NULL,"13"
3,"2000",NULL,NULL,NULL,NULL,"7"
3,"2001",NULL,NULL,NULL,NULL,"12"
3,"2002",NULL,NULL,NULL,NULL,"11"
3,"2003",NULL,NULL,NULL,NULL,"11"
3,"2004",NULL,NULL,NULL,NULL,"12"
3,"2005",NULL,NULL,NULL,NULL,"7"
3,"2006",NULL,NULL,NULL,NULL,"17"
3,"2007",NULL,NULL,NULL,NULL,"11"
3,"2008",NULL,NULL,NULL,NULL,"12"
3,"2009",NULL,NULL,NULL,NULL,"8"
3,"2010",NULL,NULL,NULL,NULL,"10"
3,"2012",NULL,NULL,NULL,NULL,"16"
3,"2013",NULL,NULL,NULL,NULL,"11"
3,"2014",NULL,NULL,NULL,NULL,"10"
3,"2015",NULL,NULL,NULL,NULL,"7"
3,"2016",NULL,NULL,NULL,NULL,"10"
3,"2017",NULL,NULL,NULL,NULL,"15"
3,"2018",NULL,NULL,NULL,NULL,"13"
3,"2019",NULL,NULL,NULL,NULL,"6"
2000003,"0.014823 secs",NULL,NULL,NULL,NULL,"6"
4,"0",NULL,NULL,NULL,NULL,"120"
4,"8515",NULL,NULL,NULL,NULL,"51"
4,"8516",NULL,NULL,NULL,NULL,"131"
4,"8527",NULL,NULL,NULL,NULL,"863"
2000004,"0.015752 secs",NULL,NULL,NULL,NULL,"6"
5,"0",NULL,NULL,NULL,NULL,"1067"
5,"38003563",NULL,NULL,NULL,NULL,"98"
2000005,"0.016869 secs",NULL,NULL,NULL,NULL,"6"
2000007,"0.022703 secs",NULL,NULL,NULL,NULL,"6"
2000008,"0.021428 secs",NULL,NULL,NULL,NULL,"6"
2000009,"0.024338 secs",NULL,NULL,NULL,NULL,"6"
10,"1909","8507",NULL,NULL,NULL,"11"
10,"1912","8532",NULL,NULL,NULL,"8"
10,"1914","8507",NULL,NULL,NULL,"10"
10,"1914","8532",NULL,NULL,NULL,"8"
10,"1917","8507",NULL,NULL,NULL,"8"
10,"1919","8532",NULL,NULL,NULL,"6"
10,"1921","8507",NULL,NULL,NULL,"9"
